,DOI,Title,Abstract
106,10.1016/j.smrv.2014.06.004,Lucid dreaming in narcolepsy.,"The idea that dreaming can serve as a model for psychosis has a long and honourable tradition, however it is notoriously speculative. Here we demonstrate that recent research on the phenomenon of lucid dreaming sheds new light on the debate. Lucid dreaming is a rare state of sleep in which the dreamer gains insight into his state of mind during dreaming. Recent electroencephalogram (EEG) and functional magnetic resonance imaging (fMRI) data for the first time allow very specific hypotheses about the dream-psychosis relationship: if dreaming is a reasonable model for psychosis, then insight into the dreaming state and insight into the psychotic state should share similar neural correlates. This indeed seems to be the case: cortical areas activated during lucid dreaming show striking overlap with brain regions that are impaired in psychotic patients who lack insight into their pathological state. This parallel allows for new therapeutic approaches and ways to test antipsychotic medication. "
107,10.1080/13546805.2014.932685,Increased lucid dreaming frequency in narcolepsy.,"Dreams might represent a window on altered states of consciousness with relevance to psychotic experiences, where reality monitoring is impaired. We examined reality monitoring in healthy, non-psychotic individuals with varying degrees of dream awareness using a task designed to assess confabulatory memory errors - a confusion regarding reality whereby information from the past feels falsely familiar and does not constrain current perception appropriately. Confabulatory errors are common following damage to the ventromedial prefrontal cortex (vmPFC). Ventromedial function has previously been implicated in dreaming and dream awareness."
108,10.5406/amerjpsyc.127.2.0191,"Tickle me, I think I might be dreaming! Sensory attenuation, self-other distinction, and predictive processing in lucid dreams.","Abstract
               In lucid dreams the dreamer is aware that he or she is dreaming. Although such dreams are not that uncommon, many aspects of lucid dream phenomenology are still unclear. An online survey was conducted to gather data about lucid dream origination, duration, active or passive participation in the dream, planned actions for lucid dreams, and other phenomenological aspects. Among the 684 respondents who filled out the questionnaire, there were 571 lucid dreamers (83.5%). According to their reports, lucid dreams most often originate spontaneously in adolescence. The average lucid dream duration is about 14 minutes. Lucid dreamers are likely to be active in their lucid dreams and plan to accomplish different actions (e.g., flying, talking with dream characters, or having sex), yet they are not always able to remember or successfully execute their intentions (most often because of awakening or hindrances in the dream environment). The frequency of lucid dream experience was the strongest predictor of lucid dream phenomenology, but some differences were also observed in relation to age, gender, or whether the person is a natural or self-trained lucid dreamer. The findings are discussed in light of lucid dream research, and suggestions for future studies are provided."
109,10.1038/nrn3769,Neural correlates of insight in dreaming and psychosis.,Not scidirect/frontiers
110,10.3389/fpsyg.2013.01013,"Dreams, reality and memory: confabulations in lucid dreamers implicate reality-monitoring dysfunction in dream consciousness.","The relationship between time in dreams and real time has intrigued scientists for centuries. The question if actions in dreams take the same time as in wakefulness can be tested by using lucid dreams where the dreamer is able to mark time intervals with prearranged eye movements that can be objectively identified in EOG recordings. Previous research showed an equivalence of time for counting in lucid dreams and in wakefulness (LaBerge, 1985; Erlacher and Schredl, 2004), but Erlacher and Schredl (2004) found that performing squats required about 40% more time in lucid dreams than in the waking state. To find out if the task modality, the task length, or the task complexity results in prolonged times in lucid dreams, an experiment with three different conditions was conducted. In the first condition, five proficient lucid dreamers spent one to three non-consecutive nights in the sleep laboratory. Participants counted to 10, 20, and 30 in wakefulness and in their lucid dreams. Lucidity and task intervals were time stamped with left-right-left-right eye movements. The same procedure was used for the second condition where eight lucid dreamers had to walk 10, 20, or 30 steps. In the third condition, eight lucid dreamers performed a gymnastics routine, which in the waking state lasted the same time as walking 10 steps. Again, we found that performing a motor task in a lucid dream requires more time than in wakefulness. Longer durations in the dream state were present for all three tasks, but significant differences were found only for the tasks with motor activity (walking and gymnastics). However, no difference was found for relative times (no disproportional time effects) and a more complex motor task did not result in more prolonged times. Longer durations in lucid dreams might be related to the lack of muscular feedback or slower neural processing during REM sleep. Future studies should explore factors that might be associated with prolonged durations. "
111,10.3389/fpsyg.2013.00987,The phenomenology of lucid dreaming: an online survey.,"Consciousness is a multifaceted concept; its different aspects vary across species, vigilance states, or health conditions. While basal aspects of consciousness like perceptions and emotions are present in many states and species, higher-order aspects like reflective or volitional capabilities seem to be most pronounced in awake humans. Here we assess the experience of volition across different states of consciousness: 10 frequent lucid dreamers rated different aspects of volition according to the Volitional Components Questionnaire for phases of normal dreaming, lucid dreaming, and wakefulness. Overall, experienced volition was comparable for lucid dreaming and wakefulness, and rated significantly higher for both states compared to non-lucid dreaming. However, three subscales showed specific differences across states of consciousness: planning ability was most pronounced during wakefulness, intention enactment most pronounced during lucid dreaming, and self-determination most pronounced during both wakefulness and lucid dreaming. Our data confirm the multifaceted nature of consciousness: different higher-order aspects of consciousness are differentially expressed across different conscious states. "
112,10.1016/j.mehy.2013.12.011,Sleep: Inducing lucid dreams.,"Chronic pain is often managed using a multidisciplinary, biopsychosocial approach. Interventions targeting the biological, psychological, and social aspects of both the patient and the pain have been demonstrated to provide objective and subjective improvement in chronic pain symptoms. The mechanism by which pain attenuation occurs after these interventions remains to be elucidated. While there is a relatively large body of empirical literature suggesting that functional and structural changes in the peripheral and central nervous systems are key in the development and maintenance of chronic pain states, less is known about changes that take place in the nervous system as a whole after biopsychosocial interventions. Using as a model the unique case of Mr. S, a patient suffering with chronic pain for 22 years who experienced a complete resolution of pain after a lucid dream following 2 years of biopsychosocial treatments, we postulate that central nervous system (CNS) reorganization (i.e., neural plasticity) serves as a possible mechanism for the therapeutic benefit of multidisciplinary treatments, and may set a neural framework for healing, in this case via a lucid dream."
113,10.3389/fnhum.2013.00836,"Time for actions in lucid dreams: effects of task modality, length, and complexity.","During sleep, humans experience the offline images and sensations that we call dreams, which are typically emotional and lacking in rational judgment of their bizarreness. However, during lucid dreaming (LD), subjects know that they are dreaming, and may control oneiric content. Dreaming and LD features have been studied in North Americans, Europeans and Asians, but not among Brazilians, the largest population in Latin America. Here we investigated dreams and LD characteristics in a Brazilian sample (n = 3,427; median age = 25 years) through an online survey. The subjects reported recalling dreams at least once a week (76%), and that dreams typically depicted actions (93%), known people (92%), sounds/voices (78%), and colored images (76%). The oneiric content was associated with plans for the upcoming days (37%), memories of the previous day (13%), or unrelated to the dreamer (30%). Nightmares usually depicted anxiety/fear (65%), being stalked (48%), or other unpleasant sensations (47%). These data corroborate Freudian notion of day residue in dreams, and suggest that dreams and nightmares are simulations of life situations that are related to our psychobiological integrity. Regarding LD, we observed that 77% of the subjects experienced LD at least once in life (44% up to 10 episodes ever), and for 48% LD subjectively lasted less than 1 min. LD frequency correlated weakly with dream recall frequency (r = 0.20, p < 0.01), and LD control was rare (29%). LD occurrence was facilitated when subjects did not need to wake up early (38%), a situation that increases rapid eye movement sleep (REMS) duration, or when subjects were under stress (30%), which increases REMS transitions into waking. These results indicate that LD is relatively ubiquitous but rare, unstable, difficult to control, and facilitated by increases in REMS duration and transitions to wake state. Together with LD incidence in USA, Europe and Asia, our data from Latin America strengthen the notion that LD is a general phenomenon of the human species. "
114,10.1017/S0140525X13001477,"Volitional components of consciousness vary across wakefulness, dreaming and lucid dreaming.","AbstractCan ancient art of memory (AAOM) principles explain the function of dreaming? The analysis of self-experience in dreams suggests that the answer is no: The phenomenal dream self lacks certain dimensions that are crucial for the efficacy of AAOM in wakefulness. However, the comparison between dreams and AAOM may be fruitful by suggesting new perspectives for the study of lucid dreaming as well an altered perspective on the efficacy of AAOM itself."
115,10.1016/j.concog.2013.08.005,Chronic pain resolution after a lucid dream: a case for neural plasticity?,"Recent studies suggest that lucid dreaming (awareness of dreaming while dreaming) might be associated with increased brain activity over frontal regions during rapid eye movement (REM) sleep. By applying transcranial direct current stimulation (tDCS), we aimed to manipulate the activation of the dorsolateral prefrontal cortex (DLPFC) during REM sleep to increase dream lucidity. Nineteen participants spent three consecutive nights in a sleep laboratory. On the second and third nights they randomly received either 1 mA tDCS for 10 min or sham stimulation during each REM period starting with the second one. According to the participants' self-ratings, tDCS over the DLPFC during REM sleep increased lucidity in dreams. The effects, however, were not strong and found only in frequent lucid dreamers. While this indicates some preliminary support for the involvement of the DLPFC in lucid dreaming, further research, controlling for indirect effects of stimulation and including other brain regions, is needed."
116,10.3389/fpsyg.2013.00514,Dream characteristics in a Brazilian sample: an online survey focusing on lucid dreaming.,"I propose a narrative fabrication thesis of dream reports, according to which dream reports are often not accurate representations of experiences that occur during sleep. I begin with an overview of anti-experience theses of Norman Malcolm and Daniel Dennett who reject the received view of dreams, that dreams are experiences we have during sleep which are reported upon waking. Although rejection of the first claim of the received view, that dreams are experiences that occur during sleep, is implausible, I evaluate in more detail the second assumption of the received view, that dream reports are generally accurate. I then propose a ""narrative fabrication"" view of dreams as an alternative to the received view. Dream reports are often confabulated or fabricated because of poor memory, bizarre dream content, and cognitive deficits. It is well documented that narratives can be altered between initial rapid eye movement sleep awakenings and subsequent reports. I argue that we have reason to suspect that initial reports are prone to inaccuracy. Experiments demonstrate that subjects rationalize strange elements in narratives, leaving out supernatural or bizarre components when reporting waking memories of stories. Inaccuracies in dream reports are exacerbated by rapid memory loss and bizarre dream content. Waking memory is a process of reconstruction and blending of elements, but unlike waking memory, we cannot reality-test for dream memories. Dream experiences involve imaginative elements, and dream content cannot be verified with external evidence. Some dreams may involve wake-like higher cognitive functions, such as lucid dreams. Such dreams are more likely to elicit accurate reports than cognitively deficient dreams. However, dream reports are generally less accurate than waking reports. I then propose methods which could verify the narrative fabrication view, and argue that although the theory cannot be tested with current methods, new techniques and technologies may be able to do so in the future. "
117,10.1016/j.mehy.2013.04.049,Minding the dream self: perspectives from the analysis of self-experience in dreams.,"Several lines of evidence converge to the idea that rapid eye movement sleep (REMS) is a good model to foster our understanding of psychosis. Both REMS and psychosis course with internally generated perceptions and lack of rational judgment, which is attributed to a hyperlimbic activity along with hypofrontality. Interestingly, some individuals can become aware of dreaming during REMS, a particular experience known as lucid dreaming (LD), whose neurobiological basis is still controversial. Since the frontal lobe plays a role in self-consciousness, working memory and attention, here we hypothesize that LD is associated with increased frontal activity during REMS. A possible way to test this hypothesis is to check whether transcranial magnetic or electric stimulation of the frontal region during REMS triggers LD. We further suggest that psychosis and LD are opposite phenomena: LD as a physiological awakening while dreaming due to frontal activity, and psychosis as a pathological intrusion of dream features during wake state due to hypofrontality. We further suggest that LD research may have three main clinical implications. First, LD could be important to the study of consciousness, including its pathologies and other altered states. Second, LD could be used as a therapy for recurrent nightmares, a common symptom of depression and post-traumatic stress disorder. Finally, LD may allow for motor imagery during dreaming with possible improvement of physical rehabilitation. In all, we believe that LD research may clarify multiple aspects of brain functioning in its physiological, altered and pathological states. "
118,10.1016/j.concog.2012.11.001,Testing the involvement of the prefrontal cortex in lucid dreaming: a tDCS study.,"In this article, we present results from an interdisciplinary research project aimed at assessing consciousness in dreams. For this purpose, we compared lucid dreams with normal non-lucid dreams from REM sleep. Both lucid and non-lucid dreams are an important contrast condition for theories of waking consciousness, giving valuable insights into the structure of conscious experience and its neural correlates during sleep. However, the precise differences between lucid and non-lucid dreams remain poorly understood. The construction of the Lucidity and Consciousness in Dreams scale (LuCiD) was based on theoretical considerations and empirical observations. Exploratory factor analysis of the data from the first survey identified eight factors that were validated in a second survey using confirmatory factor analysis: INSIGHT, CONTROL, THOUGHT, REALISM, MEMORY, DISSOCIATION, NEGATIVE EMOTION, and POSITIVE EMOTION. While all factors are involved in dream consciousness, realism and negative emotion do not differentiate between lucid and non-lucid dreams, suggesting that lucid insight is separable from both bizarreness in dreams and a change in the subjectively experienced realism of the dream."
119,10.1111/jsr.12022,What I make up when I wake up: anti-experience views and narrative fabrication of dreams.,Not scidirect/frontiers
120,10.1016/j.concog.2012.07.003,Neurobiology and clinical implications of lucid dreaming.,"In lucid dreams the dreamer is aware of dreaming and often able to influence the ongoing dream content. Lucid dreaming is a learnable skill and a variety of techniques is suggested for lucid dreaming induction. This systematic review evaluated the evidence for the effectiveness of induction techniques. A comprehensive literature search was carried out in biomedical databases and specific resources. Thirty-five studies were included in the analysis (11 sleep laboratory and 24 field studies), of which 26 employed cognitive techniques, 11 external stimulation and one drug application. The methodological quality of the included studies was relatively low. None of the induction techniques were verified to induce lucid dreams reliably and consistently, although some of them look promising. On the basis of the reviewed studies, a taxonomy of lucid dream induction methods is presented. Several methodological issues are discussed and further directions for future studies are proposed."
121,10.5665/sleep.1974,Measuring consciousness in dreams: the lucidity and consciousness in dreams scale.,To investigate the neural correlates of lucid dreaming.
122,10.1111/j.1365-2869.2012.01022.x,"Sleep spindles, mobile phones, lucid dreaming and sleep in Parkinson's disease and autism spectrum disorders.","The current study focused on the distribution of lucid dreams in school children and young adults. The survey was conducted on a large sample of students aged 6-19 years. Questions distinguished between past and current experience with lucid dreams. Results suggest that lucid dreaming is quite pronounced in young children, its incidence rate drops at about age 16 years. Increased lucidity was found in those attending higher level compared with lower level schools. Taking methodological issues into account, we feel confident to propose a link between the natural occurrence of lucid dreaming and brain maturation."
123,10.1016/j.cub.2011.09.029,Induction of lucid dreams: a systematic review of evidence.,"Since the discovery of the close association between rapid eye movement (REM) sleep and dreaming, much effort has been devoted to link physiological signatures of REM sleep to the contents of associated dreams [1-4]. Due to the impossibility of experimentally controlling spontaneous dream activity, however, a direct demonstration of dream contents by neuroimaging methods is lacking. By combining brain imaging with polysomnography and exploiting the state of ""lucid dreaming,"" we show here that a predefined motor task performed during dreaming elicits neuronal activation in the sensorimotor cortex. In lucid dreams, the subject is aware of the dreaming state and capable of performing predefined actions while all standard polysomnographic criteria of REM sleep are fulfilled [5, 6]. Using eye signals as temporal markers, neural activity measured by functional magnetic resonance imaging (fMRI) and near-infrared spectroscopy (NIRS) was related to dreamed hand movements during lucid REM sleep. Though preliminary, we provide first evidence that specific contents of REM-associated dreaming can be visualized by neuroimaging."
124,10.2174/156802611797470277,Neural correlates of dream lucidity obtained from contrasting lucid versus non-lucid REM sleep: a combined EEG/fMRI case study.,"Sleep is clearly not only a whole-brain or global phenomenon, but can also be a local phenomenon. This accounts for the fact that the primary states of being (wakefulness, NREM sleep, and REM sleep) are not necessarily mutually exclusive, and components of these states may appear in various combinations, with fascinating clinical consequences. Examples include: sleep inertia, narcolepsy, sleep paralysis, lucid dreaming, REM sleep behavior disorder, sleepwalking, sleep terrors, out-of-body experiences, and reports of alien abduction. The incomplete declaration of state likewise has implications for consciousness - which also has fluid boundaries. Fluctuations in the degree of consciousness are likely explained by abnormalities of a  ""spatial and temporal binding rhythm"" which normally results in a unified conscious experience. Dysfunctional binding may play a role in anesthetic states, autism, schizophrenia, and neurodegenerative disorders. Further study of the broad spectrum of dissociated states of sleep and wakefulness that are closely linked with states of consciousness and unconsciousness by basic neuroscientists, clinicians, and members of the legal profession will provide scientific, clinical and therapeutic insights, with forensic implications."
125,10.1177/0003065111408725,Lucid dreaming: an age-dependent brain dissociation.," Philip Johnson’s masterpiece—the Glass House—is compared to a dream and conceptualized as containing encrypted and embedded representations of the self. Freud’s masterpiece— The Interpretation of Dreams—is the theoretical and methodological model for this approach to design-as-dream. Drawing on Johnson’s words and forms set in biographical, historical, and cultural context, interpretive paths are traced from manifest design elements of the Glass House to overdetermined latent meanings, yielding new and surprising insights into the Glass House, its elusive architect, and the process of its design. A mirror that reflects an image, a lens that focuses it, and a prism that reveals its components, the Glass House turns a lucid eye onto its maker. "
126,10.2466/09.PMS.112.1.104-108,Dreamed movement elicits activation in the sensorimotor cortex.," Lucid dreams occur when a person is aware that he is dreaming while he is dreaming. In a representative sample of German adults ( N = 919), 51% of the participants reported that they had experienced a lucid dream at least once. Lucid dream recall was significantly higher in women and negatively correlated with age. However, these effects might be explained by the frequency of dream recall, as there was a correlation of .57 between frequency of dream recall and frequency of lucid dreams. Other sociodemographic variables like education, marital status, or monthly income were not related to lucid dream frequency. Given the relatively high prevalence of lucid dreaming reported in the present study, research on lucid dreams might be pursued in the sleep laboratory to expand the knowledge about sleep, dreaming, and consciousness processes in general. "
127,10.1002/jts.20601,"State dissociation, human behavior, and consciousness.","The relationship between resilience and lucid dreams, which involves awareness of the experience of dreaming, was examined in 79 Israeli young adults. Psychological distress and lucid dreams 3 years prior to exposure to terrorism, and exposure levels and psychological distress 1 week following exposure, were assessed. Both indirect exposure through media and perceived stress predicted an increase in distress during the 3-year interval under low, but not high, levels of lucid dreams. Possible mechanisms are discussed."
128,10.1016/S0074-7742(10)92009-6,Design as dream and self-representation: Philip Johnson and the Glass House of Atreus.,"This chapter argues that dreaming is an important state of consciousness and that it has many features that complement consciousness in the wake state. The chapter discusses consciousness in dreams and how it comes about. It discusses the changes that occur in the neuromodulatory environment and in the neuronal connectivity of the brain as we fall asleep and begin our night journeys. Dreams evolve from internal sources though the dream may look different than any one of these since something entirely new may emerge through self-organizing processes. The chapter also explores characteristics of dreaming consciousness such as acceptance of implausibility and how that might lead to creative insight. Examples of studies, which have shown creativity in dream sleep, are provided to illustrate important characteristics of dreaming consciousness. The chapter also discusses the dream body and how it relates to our consciousness while dreaming. Differences and similarities between wake, lucid, non-lucid and day dreaming are explored and the chapter concludes with a discussion on what we can learn from each of these expressions of consciousness."
129,10.1016/S0074-7742(10)92008-4,Frequency of lucid dreaming in a representative German sample.,"Individuals differ greatly in their dream recall frequency, in their incidence of recalling types of dreams, such as nightmares, and in the content of their dreams. This chapter reviews work on the waking life correlates of these differences between people in their experience of dreaming and reviews some of the neurobiological correlates of these individual differences. The chapter concludes that despite there being trait-like aspects of general dream recall and of dream content, very few psychometrically assessed correlates for dream recall frequency and dream content have been found. More successful has been the investigation of correlates of frequency of particular types of dreams, such as nightmares and lucid dreams, and also of how waking-life experience is associated with dream content. There is also potential in establishing neurobiological correlates of individual differences in dream recall and dream content, and recent work on this is reviewed."
130,10.1016/j.concog.2010.08.001,Lucid dreaming and resilience in the face of exposure to terrorism.,"Activity in the prefrontal cortex may distinguish the meta-awareness experienced during lucid dreams from its absence in normal dreams. To examine a possible relationship between dream lucidity and prefrontal task performance, we carried out a prospective study in 28 high school students. Participants performed the Wisconsin Card Sort and Iowa Gambling tasks, then for 1 week kept dream journals and reported sleep quality and lucidity-related dream characteristics. Participants who exhibited a greater degree of lucidity performed significantly better on the task that engages the ventromedial prefrontal cortex (the Iowa Gambling Task), but degree of lucidity achieved did not distinguish performance on the task that engages the dorsolateral prefrontal cortex (the Wisconsin Card Sort Task), nor did it distinguish self-reported sleep quality or baseline characteristics. The association between performance on the Iowa Gambling Task and lucidity suggests a connection between lucid dreaming and ventromedial prefrontal function."
131,10.1016/j.neucli.2010.04.001,Consciousness in dreams.,"In the late nineteenth century, French logician Edmond Goblot first hypothesized that dreaming occurred at the moment of awakening only. Revisiting--more or less directly--Goblot's hypothesis, several contemporary authors have since renewed this unusual claim that oniric experience does not occur during sleep. So did some influential analytical philosophers (Wittgenstein, Malcolm, Dennett), with their typical formalism, and famous dream researcher Calvin Hall, who tried to provide experimental evidence for the Goblot's hypothesis. More recently, French neurobiologist Jean-Pol Tassin claimed, on the basis of controversial neurobiological and cognitive principles, that only awakening gives rise to a dream, by instantaneous shaping of information issuing of neural networks activated during preceding sleep. Actually, numerous and robust experimental data in sleep psychophysiology clearly rule out Goblot's hypothesis and its modern avatars. Thus, results of studies using nocturnal awakenings (with or without preceding hypnic stimulation), as well as observations of onirical behaviours (like rapid eye movement sleep behavior disorders, or voluntary movements of lucid dreamers) demonstrate that dreaming definitely occurs during sleep. Actually, cortical evoked potentials can be observed during sleep, which likely reflect controlled cognitive processes. Dreaming is a hypnic state of consciousness, and seems to represent a sleep thought which, although uneasily accessible, is nevertheless open to psychological investigation."
132,10.1080/00048671003614213,Trait and neurobiological correlates of individual differences in dream recall and dream content.,Not scidirect/frontiers
133,10.1093/sleep/32.9.1191,Lucid dreaming and ventromedial versus dorsolateral prefrontal task performance.,The goal of the study was to seek physiological correlates of lucid dreaming. Lucid dreaming is a dissociated state with aspects of waking and dreaming combined in a way so as to suggest a specific alteration in brain physiology for which we now present preliminary but intriguing evidence. We show that the unusual combination of hallucinatory dream activity and wake-like reflective awareness and agentive control experienced in lucid dreams is paralleled by significant changes in electrophysiology.
134,10.1016/j.concog.2008.07.007,Best practice guide for the treatment of nightmare disorder in adults.,"Sleep-related experiences [Watson, D. (2001). Dissociations of the night: Individual differences in sleep-related experiences and their relation to dissociation and schizotypy. Journal of Abnormal Psychology, 110, 526-535] refer to a host of nocturnal altered-consciousness phenomena, including narcoleptic tendencies, nightmares, problem-solving dreams, waking dreams, and lucid dreams. In an attempt to clarify the meaning of this construct, we examined cross-sectional and longitudinal associations of sleep-related experiences (SREs), altered-consciousness tendencies (i.e., dissociation and transliminality), psychological distress, childhood maltreatment (i.e., abuse and neglect), and life stress in young adults. Both types of SREs (general SREs and lucid dreaming) were found to be distinguishable from altered-consciousness tendencies. Transliminality emerged as a longitudinal predictor of both general SREs and lucid dreams. Psychological distress and an increase in life stress predicted an increase in general SREs over a 3-month interval. We conclude that transliminality is a general altered-consciousness trait that accounts for some of the individual differences in sleep-related experiences, and that general sleep experiences are an outcome of psychological distress and life stress."
135,10.1016/j.mehy.2006.11.004,[Dreaming is a hypnic state of consciousness: getting rid of the Goblot hypothesis and its modern avatars].,"Alienation is the feeling that life is 'meaningless', that we do not belong in the world. But alienation is not an inevitable part of the human condition: some people do feel at one with the world as a consequence of the animistic way of thinking which is shared by children and hunter-gatherers. Animism considers all significant entities to have 'minds', to be 'alive', to be sentient agents. The animistic thinker inhabits a world populated by personal powers including not just other human beings, but also important animals and plants, and significant aspects of physical landscape. Humans belong in this world because it is a web of social relationships. Animism is therefore spontaneous, the 'natural' way of thinking for humans: all humans began as animistic children and for most of human evolutionary history would have grown into animistic adults. It requires sustained, prolonged and pervasive formal education to 'overwrite' animistic thinking with the rationalistic objectivity typical of the modern world. It is this learned abstraction that creates alienation--humans are no longer embedded in a world of social relations but become estranged, adrift in a world of indifferent things. Methods used to cure alienation and recover animistic modes of thinking involve detachment from the social systems that tend to maintain objectivity and rationality: for example, solitude, leisure, unstructured time and direct contact with nature. Many people also achieve similar results by deliberately inducing altered states of consciousness. Animistic thinking may emerge in meditation or contemplation, lucid dreaming, from self-hypnosis, when drowsy, in 'trance states' induced by repetitious rhythm or light, or when delirious due to illness, brain injury, psychoses, or intoxication with 'entheogenic' drugs--which is probably one reason for the perennial popularity of inducing intoxicated states. However, intoxication will typically damage memory processes making it harder to learn from any spiritual experiences; and even mild states of cognitive impairment may be dangerous in situations where skilled or responsible behaviour is required. Despite these constraints and limitations, recovering animism through seeking altered states of consciousness could already be considered a major world spiritual practice."
136,10.1159/000095446,Nightmares in the context of PTSD treated with psychoeducation regarding lucid dreaming.,"&lt;i&gt;Background:&lt;/i&gt; The goal of this pilot study was to evaluate the effects of the cognitive-restructuring technique ‘lucid dreaming treatment’ (LDT) on chronic nightmares. Becoming lucid (realizing that one is dreaming) during a nightmare allows one to alter the nightmare storyline during the nightmare itself. &lt;i&gt;Methods:&lt;/i&gt; After having filled out a sleep and a posttraumatic stress disorder questionnaire, 23 nightmare sufferers were randomly divided into 3 groups; 8 participants received one 2-hour individual LDT session, 8 participants received one 2-hour group LDT session, and 7 participants were placed on the waiting list. LDT consisted of exposure, mastery, and lucidity exercises. Participants filled out the same questionnaires 12 weeks after the intervention (follow-up). &lt;i&gt;Results:&lt;/i&gt; At follow-up the nightmare frequency of both treatment groups had decreased. There were no significant changes in sleep quality and posttraumatic stress disorder symptom severity. Lucidity was not necessary for a reduction in nightmare frequency. &lt;i&gt;Conclusions:&lt;/i&gt; LDT seems effective in reducing nightmare frequency, although the primary therapeutic component (i.e. exposure, mastery, or lucidity) remains unclear."
137,10.1016/j.sleep.2006.02.010,Lucid dreaming: a state of consciousness with features of both waking and non-lucid dreaming.,Weird Scidirect No Abstract
138,10.2466/pms.99.3f.1239-1242,"What are sleep-related experiences? Associations with transliminality, psychological distress, and life stress."," The present study investigated the relationship between the time required for specific tasks (counting and performing squats) in lucid dreams and in the waking state. Five proficient lucid dreamers (26–34 yr. old, M = 29.8, SD = 3.0; one woman and four men) participated. Analysis showed that the time needed for counting in a lucid dream is comparable to the time needed for counting in wakefulness, but motor activities required more time in lucid dreams than in the waking state. "
139,10.2466/pms.99.3f.1139-1146,"Alienation, recovered animism and altered states of consciousness."," A 23-yr.-old young woman presenting with a 17-yr. history of nightmares was treated with a variety of behavioral and self-regulatory techniques. The nightmares were unusual in that they did not have an obviously common theme as in most published reports, and, therefore, did not readily lend themselves to several frequently used techniques. Although previous treatment episodes had not affected the incidence of the nightmares, a combination of relaxation procedures, a mnemonic to increase lucid dreaming, and dream rehearsal upon waking from a nightmare resulted in a sharp decrease in the frequency of nightmares in four sessions. Further improvement was reported over the next nine months as additional techniques were introduced and other problems treated, and was maintained during a 9-mo. follow-up. "
140,10.1516/0020757011601280,Lucid dreaming treatment for nightmares: a pilot study.,"The authors consider that the Freudian theory of dreams is not directly applicable to psychotic and borderline patients with their constantly varying states of mental integration. Because these patients' dreams lack associations, the usual psychoanalytic approach cannot be used to ascertain their meaning. After reviewing the literature on the specific quality of dreams in the psychotic state, the authors point out that such dreams have nothing to do with the metaphorical language of the dream work but instead express the concreteness of the hallucinatory construction. For this reason, a dream's meaning may fail to be understood by the patient even if it seems clear to an observer. Yet the analyst's reception of a 'psychotic dream' is a unique and essential source of valuable information on the manner of construction of the delusional system, allowing analytic work on the psychotic nucleus. In the authors' view, such dreams may help the analyst and the patient--while still lucid--to acquire insight, thus affording a stable foundation for emergence from psychosis. The paper includes some case histories, in one of which a psychotic female patient is enabled by work on dreams to reconstruct a psychotic episode and thereby to ward off an imminent fresh lapse into psychosis."
141,10.1006/ccog.2000.0471,Lucid dreaming during Multiple Sleep Latency Test (MSLT).,"Two aspects of consciousness are first considered: consciousness as awareness (phenomenological meaning) and consciousness as strategic control (functional meaning). As to awareness, three types can be distinguished: first, awareness as the phenomenal experiences of objects and events; second, awareness as meta-awareness, i.e., the awareness of mental life itself; third, awareness as self-awareness, i.e., the awareness of being oneself. While phenomenal experience and self-awareness are usually present during dreaming (even if many modifications are possible), meta-awareness is usually absent (apart from some particular experiences of self-reflectiveness) with the major exception of lucid dreaming. Consciousness as strategic control may also be present in dreams. The functioning of consciousness is then analyzed, following a cognitive model of dream production. In such a model, the dream is supposed to be the product of the interaction of three components: (a) the bottom-up activation of mnemonic elements coming from LTM systems, (b) interpretative and elaborative top-down processes, and (c) monitoring of phenomenal experience. A feedback circulation is activated among the components, where the top-down interpretative organization and the conscious monitoring of the oneiric scene elicitates other mnemonic contents, according to the requirements of the dream plot. This dream productive activity is submitted to unconscious and conscious processes."
142,10.1159/000289106,Time required for motor activity in lucid dreams.,"Lucid dreams occur when a person becomes aware that he or she is dreaming while still in the dream state. Previous reports on the use of lucid dreaming in the treatment of nightmares do not contain adequate baseline data, follow-up data, or both."
143,10.2466/pms.1996.83.1.331,"Multimodal behavioral treatment of nonrepetitive, treatment-resistant nightmares: a case report."," The psychophysiological properties of the lucid dream state were examined to evaluate the relationship between lucid and nonlucid dreaming, emphasizing the fact that the components of self-reflectiveness and other cognitive features commonly associated with lucid dreams occur in all dreams to various extents. Although lucid dreams are clearly toward one end of the continuum, they still share many of the characteristics present in most dreams. In this respect, exploration of lucid dreams may not necessarily be a misguided path toward the understanding of dreaming in general. A simple model was described to illustrate the mind-body relationship in various forms of REM dreaming. "
144,10.2466/pms.1995.81.2.658,[Dreams and interhemispheric asymmetry].,Not scidirect/frontiers
145,10.2466/pms.1995.80.3c.1263,Dissociations of the night: individual differences in sleep-related experiences and their relation to dissociation and schizotypy.," This preliminary report, of a longitudinal study, looks at the relationship between geomagnetic activity and the incidence of isolated sleep paralysis over a 23.5-mo. period. The author, who has frequently and for the last 24 years experienced isolated sleep paralysis was the subject. In addition, incidence of lucid dreaming, vivid dreams, and total dream frequency were looked at with respect to geomagnetic activity. The data were in the form of dream-recall frequency recorded in a diary. These frequency data were correlated with geomagnetic activity k-index values obtained from two observatories. A significant correlation was obtained between periods of local geomagnetic activity and the incidence of isolated sleep paralysis. Specifically, periods of relatively quiet geomagnetic activity were significantly associated with an increased incidence of episodes. "
